红桥区西沽街大成中环城,"117.152359,39.163208"
滨海新区中新生态城世茂鲲玺园,"117.740787,39.110302"
南开区广开街桦林园,"117.161353,39.140203"
西青区李七庄津涞花园,"117.185996,39.063629"
河北区建昌道建红里,"117.228954,39.173185"
河西区挂甲寺海景芯苑,"117.221729,39.098031"
滨海新区汉沽华远棠悦,"117.833510,39.226390"
南开区兴南街聚英里,"117.176396,39.130040"
武清区佛罗伦萨翠亨花园南里,"117.026355,39.372430"
西青区李七庄锦庐,"117.154939,39.046526"
红桥区西营门和苑家园国和园,"117.112402,39.160245"
北辰区宜兴埠宸宜花园,"117.194179,39.207677"
津南区海河教育园区仁恒滨河湾,"117.393710,39.007269"
津南区八里台公园里,"117.324237,38.940644"
河西区越秀路恩德西里,"117.208412,39.099765"
河北区月牙河印江南里,"117.250274,39.160209"
河北区宁园汇园里,"117.213724,39.164244"
红桥区咸阳北路永丰楼(红桥区),"117.146247,39.187812"
滨海新区大港街重阳里,"117.464019,38.846326"
武清区南湖梧桐大道,"117.131439,39.317993"
南开区水上公园街宁发阳光公寓,"117.174827,39.081411"
津南区海河教育园区融创中央学府东区,"117.388471,39.005907"
红桥区西营门名景花园,"117.118235,39.154368"
滨海新区中新生态城季景峰阁,"117.745210,39.115796"
河西区柳林街贵山里,"117.267603,39.055477"
西青区精武镇美的旭辉翰悦府,"117.093928,39.068943"
河北区江都路通达新苑,"117.239682,39.162044"
东丽区军粮城实地蔷薇国际,"117.441085,39.076746"
河西区东海街怡林园,"117.255408,39.049116"
滨海新区大港街前进里,"117.449439,38.843199"
西青区精武镇中骏柏景湾,"117.119393,39.027264"
红桥区西沽街青春里,"117.170720,39.170556"
武清区黄庄新华联悦澜湾,"117.044593,39.354782"
南开区体育中心街金合园,"117.158936,39.072792"
滨海新区汉沽天润新苑,"117.825152,39.241333"
北辰区宜兴埠国宜北里,"117.201055,39.191062"
东丽区万新街汇海北里,"117.321301,39.103510"
和平区小白楼开封道,"117.219469,39.117291"
南开区万兴街西湖里,"117.150638,39.138551"
红桥区丁字沽街风貌里小区,"117.166152,39.172879"
宝坻区南关大街天宝新苑小区一期,"117.301617,39.707789"
北辰区果园新村霞光里(北辰),"117.137479,39.219625"
武清区南湖云湖,"117.044560,39.384108"
和平区劝业场沈阳道,"117.195257,39.124623"
西青区中北镇假日风景花园,"117.080406,39.122795"
红桥区三条石北开花园,"117.180489,39.155509"
河西区友谊路育文里(河西区),"117.207675,39.080639"
和平区新兴街东亚里,"117.191664,39.112975"
北辰区果园新村东升里小区,"117.140403,39.221734"
河北区新开河观锦,"117.192273,39.164900"
滨海新区大港街双安里,"117.459768,38.840547"
宝坻区潮阳大道宝境檀香,"117.277591,39.692721"
南开区万兴街英俊名邸,"117.160931,39.125647"
北辰区北仓镇引河里,"117.121266,39.236316"
河东区二号桥街建新东里,"117.296026,39.092202"
武清区东蒲洼街新城·玺樾熙棠,"117.016332,39.404800"
津南区双港新尚园,"117.292371,39.010632"
河西区挂甲寺红楼里,"117.222630,39.088640"
东丽区万新街海丽园,"117.322652,39.124352"
河西区东海街同江里,"117.262538,39.058415"
南开区长虹街天香水畔花园,"117.157379,39.135933"
蓟州区蓟州城区卫生局集资楼,"117.408432,40.046544"
北辰区北仓镇盛逸园,"117.075995,39.206935"
津南区海河教育园区仁恒滨河湾,"117.393710,39.007269"
静海区团泊东富力新城,"117.137353,38.886560"
河西区津门湖海逸长洲瀚景园,"117.211328,39.057847"
蓟州区于桥水库州河湾西园西区,"117.425626,40.010989"
和平区新兴街新宜里,"117.192037,39.109564"
宝坻区翡翠湾翡翠湾花园,"117.350119,39.737929"
西青区大寺亲和康园,"117.269733,39.000415"
西青区中北镇大地十二城翠杉园,"117.085549,39.126854"
武清区杨村馨盛园(武清区),"117.076596,39.381152"
河西区天塔街体院北道三号院,"117.183853,39.084878"
南开区向阳路彩霞里,"117.136771,39.140703"
河西区柳林街华山里,"117.264631,39.064359"
河西区友谊路纯真里,"117.219637,39.078936"
东丽区空港经济区意境兰庭,"117.426562,39.156620"
武清区黄庄泉鑫佳苑东区,"117.048169,39.360547"
武清区杨村栖仙温泉公寓东区,"117.050394,39.384881"
武清区杨村馨旺园,"117.079749,39.382067"
武清区静湖静湖花园西区,"117.086472,39.339612"
滨海新区新村街远洋里,"117.649410,39.017202"
西青区张家窝社会山Bigparty,"117.049955,39.056908"
蓟州区于桥水库州河湾南园,"117.425645,40.009031"
滨海新区大港街兴华里(大港区),"117.445087,38.836802"
静海区团泊东富力新城,"117.137353,38.886560"
河西区挂甲寺新城小区,"117.234346,39.090163"
河西区越秀路四新里,"117.214317,39.094479"
南开区万兴街师北里,"117.174264,39.117121"
河西区桃园街元兴新里,"117.208339,39.101754"
北辰区天穆镇天和丽园,"117.149582,39.201619"
武清区东蒲洼街泽信公馆,"117.015352,39.406197"
南开区长虹街华美里,"117.148044,39.136704"
武清区东蒲洼街集美雍阳,"117.016332,39.404800"
河东区上杭路来安里小区,"117.249782,39.125167"
武清区保利金街盛世郦园,"117.031917,39.383752"
南开区鼓楼街阳光晶典,"117.184000,39.138731"
津南区咸水沽新祥园,"117.393577,38.981629"
河西区挂甲寺美好里,"117.235368,39.090290"
南开区向阳路宜君北里,"117.122508,39.146111"
北辰区天穆镇辰庆家园,"117.155047,39.226826"
津南区辛庄鑫昱花园,"117.351510,39.029582"
河西区天塔街天赋里,"117.195968,39.075826"
和平区体育馆街鼎和里,"117.198302,39.113317"
河西区天塔街宾水西里,"117.188934,39.080083"
和平区新兴街河沿路,"117.185999,39.101503"
武清区新湾新湾花园南园,"117.066666,39.357756"
滨海新区塘沽街中国塘,"117.680648,39.012341"
滨海新区汉沽海宁湾,"117.805638,39.237585"
滨海新区北塘街融创君澜,"117.697754,39.094522"
北辰区宜兴埠宏园里,"117.222582,39.190287"
宝坻区翡翠湾圣缇湾,"117.356942,39.735342"
蓟州区盘山风景区富裕家园,"117.411351,40.055420"
南开区王顶堤迎水西里,"117.146221,39.092912"
西青区张家窝社会山南苑,"117.047405,39.046629"
河西区东海街川江里,"117.253504,39.060025"
南开区向阳路密云里,"117.127709,39.142366"
和平区劝业场沈阳道,"117.195257,39.124623"
宝坻区潮阳大道白鹭湾花园,"117.272508,39.693622"
河西区新梅江惠众家园,"117.266947,39.046523"
河西区东海街怡林园,"117.255408,39.049116"
北辰区天穆镇天穆顺义里,"117.153369,39.198902"
东丽区万新街融创融园,"117.291373,39.119940"
津南区海河教育园区仁恒滨河湾,"117.393710,39.007269"
和平区南营门街金德园,"117.190267,39.118302"
河东区上杭路芳水河畔家园,"117.273944,39.111982"
武清区杨村春梅巷小区,"117.062571,39.380941"
武清区杨村运泽花园小区南区,"117.075512,39.388682"
武清区静湖静湖花园中区,"117.089228,39.340711"
南开区广开街广泰园,"117.168069,39.136302"
西青区杨柳青广悦里,"117.003472,39.138087"
武清区武清其它松江运河城,"117.078311,39.398885"
滨海新区古林街福渔园东区,"117.495640,38.851228"
武清区佛罗伦萨亨通花园东区北里,"117.021510,39.383689"
北辰区天穆镇金侨宸公馆,"117.156274,39.210023"
南开区广开街卫安中里,"117.170971,39.139864"
河北区王串场景秀里,"117.221242,39.155894"
和平区小白楼融御融景华庭,"117.205392,39.129348"
和平区小白楼新华路(劝业场),"117.198688,39.124809"
蓟州区盘山风景区路劲领山,"117.277630,40.095201"
蓟州区盘山风景区泽丰名苑,"117.396869,40.055478"
西青区李七庄松江城武台馨苑,"117.168871,39.055353"
河东区万新村曲溪东里,"117.275065,39.136997"
津南区海河教育园区仁恒海和院文熙花园,"117.366082,38.991663"
津南区八里台海尔格林小镇,"117.361114,38.915694"
滨海新区大港街前进里,"117.449439,38.843199"
东丽区万新街海颂园,"117.303775,39.083915"
津南区咸水沽宝业馨苑,"117.392268,38.977423"
西青区精武镇开源里(西青区),"117.106329,39.033192"
河东区常州道东瑞家园,"117.260735,39.157520"
河东区唐家口唐口新村六段,"117.243321,39.127251"
河北区建昌道富瀛洲花园,"117.226612,39.181225"
和平区体育馆街鼎和里,"117.198302,39.113317"
滨海新区中新生态城世茂璟苑,"117.736644,39.109265"
北辰区双街融创运河宸院,"117.097848,39.284608"
北辰区双街融创半湾半岛,"117.092207,39.304716"
北辰区果园新村双发温泉花园,"117.135138,39.221695"
河东区二号桥街福东北里,"117.304331,39.095746"
北辰区北仓镇荣欢园,"117.079310,39.213488"
北辰区宜兴埠欧铂城,"117.255671,39.232159"
河西区桃园街元兴新里,"117.208339,39.101754"
河西区挂甲寺红楼里,"117.222630,39.088640"
蓟州区人民公园鼎兴园,"117.387989,40.027719"
蓟州区蓟州城区阳光小区,"117.428495,40.050049"
河东区中山门街团结东里,"117.268069,39.105251"
河西区越秀路珠海里,"117.211484,39.098804"
西青区大寺佳和雅庭,"117.261087,38.996436"
东丽区华明镇逸园,"117.384399,39.174442"
和平区南市同庆后,"117.185004,39.131192"
蓟州区蓟州城区曲院风荷,"117.428943,40.053736"
滨海新区滨海其它万科金域国际,"117.700238,38.956204"
南开区广开街桦林园,"117.161353,39.140203"
武清区东蒲洼街新城悦隽央著,"116.992740,39.396262"
河西区新梅江天空之镜,"117.215831,39.056376"
北辰区宜兴埠秋怡家园,"117.186588,39.216606"
滨海新区新北街晓镇家园,"117.670163,39.048157"
河东区唐家口欣荣嘉园,"117.227582,39.136071"
和平区南营门街吉利花园,"117.192403,39.117746"
滨海新区北塘街融创御澜,"117.701095,39.094395"
东丽区华明镇润园,"117.375403,39.177748"
滨海新区新港街千间小区,"117.657878,39.020223"
河西区越秀路增强楼,"117.206123,39.094588"
红桥区双环邨佳园南里,"117.129935,39.192538"
滨海新区中新生态城天铂晴园,"117.774599,39.102749"
津南区双林象博豪庭,"117.286598,39.044745"
南开区向阳路芥园中里,"117.124769,39.143717"
和平区南市福厚西里,"117.181825,39.125477"
河东区中山门街互助南里,"117.261569,39.105780"
滨海新区新村街永康里,"117.655855,39.017969"
北辰区宜兴埠金地艺城华府北润华庭,"117.187626,39.224214"
河西区挂甲寺跃进楼,"117.222638,39.094216"
蓟州区蓟州城区金盾花园,"117.438739,40.043598"
西青区精武镇藝墅家·酩悦,"117.107341,39.047829"
北辰区双环邨佳园新里,"117.122296,39.193226"
南开区万兴街兴泰北里,"117.164605,39.121611"
河西区新梅江惠众家园,"117.266947,39.046523"
和平区南营门街市政里,"117.188037,39.118643"
河西区东海街同江里,"117.262538,39.058415"
武清区体育中心盛世景园,"117.011310,39.386715"
河西区大营门安辛庄,"117.218154,39.112212"
北辰区天穆镇碧桂园中心天宸,"117.168609,39.227439"
河西区陈塘庄复兴门家园,"117.262592,39.076991"
北辰区北仓镇荣翔园,"117.092610,39.215524"
北辰区双街柴楼金园,"117.104416,39.268888"
西青区津门湖海逸长洲瀚波园,"117.209986,39.056470"
红桥区丁字沽街丁字沽八段,"117.155411,39.182861"
红桥区铃铛阁南头窑大楼,"117.161343,39.144617"
河西区挂甲寺新城小区,"117.234346,39.090163"
河西区越秀路珠海里,"117.211484,39.098804"
河北区新开河盛和家园,"117.186311,39.187418"
津南区海河教育园区文嘉花园,"117.360960,38.985696"
河北区鸿顺里街元贺里,"117.189220,39.159333"
北辰区北仓镇荣悦园,"117.092548,39.211224"
南开区王顶堤南开华府,"117.134791,39.104441"
和平区南营门街金德园,"117.190267,39.118302"
河北区月牙河泉江里,"117.259927,39.169910"
北辰区北仓镇路劲隽澜湾绿境华庭,"117.084991,39.236145"
武清区武清其它碧桂园莫奈的湖,"117.155587,39.416999"
红桥区丁字沽街桃花园南里,"117.168806,39.181679"
南开区向阳路灵石里,"117.135066,39.141500"
南开区体育中心街金谷园（南开区）,"117.157891,39.071543"
东丽区空港经济区复地林与里,"117.402444,39.159957"
北辰区双街北科建·水岸华府,"117.150140,39.272674"
滨海新区新北街晓镇家园,"117.670163,39.048157"
和平区南营门街银行里,"117.195711,39.118838"
红桥区丁字沽街光荣楼,"117.170367,39.176600"
武清区东蒲洼街蒲瑞馨园北区,"117.003395,39.400644"
红桥区西沽街水木天成临湾园,"117.135605,39.163625"
南开区王顶堤金宇里,"117.141735,39.100268"
武清区南湖花乡家园,"117.111950,39.336193"
北辰区瑞景居住区瑞宁嘉园,"117.125111,39.208658"
河西区友谊路友谊花园,"117.210280,39.079395"
宝坻区翡翠湾灵秀丽苑,"117.350576,39.731450"
滨海新区塘沽街天晖苑,"117.666744,39.020003"
河北区铁东路慕贤里,"117.211289,39.181094"
津南区八里台金台花园,"117.320915,38.953128"
河东区大王庄十三经路18号院,"117.224697,39.118300"
滨海新区开发区東壹区,"117.703261,39.034516"
河西区大营门宝德里,"117.218754,39.109617"
津南区八里台翰文苑,"117.310156,38.928194"
河西区越秀路中裕园,"117.217370,39.096996"
滨海新区新村街福安里(塘沽区),"117.648016,39.022395"
宝坻区潮阳大道观潮园,"117.302874,39.685180"
滨海新区塘沽街中国塘,"117.680648,39.012341"
和平区南市蓉芳里,"117.187248,39.128422"
北辰区双街双街新家园,"117.108060,39.262221"
滨海新区大港街振业里,"117.465373,38.835533"
北辰区双街北科建·水岸华府,"117.150140,39.272674"
滨海新区中新生态城宝龙南苑,"117.751917,39.107855"
南开区广开街天江格调兰庭,"117.163130,39.129964"
滨海新区滨海其它万科海港城3期清水港湾,"117.741938,39.034764"
河西区东海街同江里,"117.262538,39.058415"
南开区水上公园街宁福里,"117.175256,39.089802"
津南区双林德信园,"117.291612,39.053215"
蓟州区人民公园武定苑,"117.401533,40.045320"
宝坻区海滨龙第世家花园,"117.327922,39.738190"
东丽区万新街海颂园,"117.303775,39.083915"
南开区嘉陵道街嘉陵南里,"117.136964,39.125951"
东丽区华明镇昆俞家园,"117.285013,39.165743"
和平区劝业场河南路,"117.196030,39.123656"
河西区桃园街照耀里,"117.206099,39.108043"
河西区大营门凯德国贸,"117.216351,39.113225"
红桥区双环邨碧春园,"117.133024,39.200955"
武清区高村首创新北京半岛禧悦晴朗,"116.850589,39.635771"
河西区大营门祺寿里,"117.217519,39.108276"
河西区马场街向荣里,"117.197483,39.096819"
南开区广开街宇正园,"117.160575,39.138544"
东丽区华明镇大唐印象唐雅苑,"117.401844,39.176980"
河西区柳林街昌源公寓,"117.284413,39.062325"
河西区新梅江雅境新枫尚,"117.238281,39.040538"
南开区长虹街水郡花园,"117.144361,39.146977"
河东区春华街华旺里,"117.227547,39.138968"
河北区宁园珍园里,"117.217650,39.164521"
南开区长虹街幸福北里,"117.153791,39.140999"
河西区越秀路珠海里,"117.211484,39.098804"
和平区劝业场沈阳道,"117.195257,39.124623"
河西区挂甲寺景兴西里,"117.219492,39.100333"
西青区津门湖境界梅江,"117.200553,39.040915"
南开区王顶堤林苑东里,"117.145827,39.088791"
红桥区西营门民康园,"117.123382,39.160532"
河东区春华街春华里（河东区）,"117.213391,39.141991"
北辰区宜兴埠宜鹏园,"117.206556,39.201389"
和平区劝业场长安东里,"117.187205,39.121400"
河西区挂甲寺华记里,"117.221729,39.098031"
河东区富民路万隆滨河新苑,"117.258758,39.085854"
红桥区邵公庄云兴家园,"117.131234,39.152698"
武清区体育中心雍鑫莱茵翠景,"117.013936,39.389420"
河北区宁园新兴中山八号,"117.218263,39.164776"
和平区南营门街新欣里,"117.184156,39.114296"
河北区月牙河灵江里,"117.254731,39.167197"
东丽区东丽湖赏湖苑,"117.490170,39.182539"
武清区东蒲洼街蒲瑞和园东区,"117.015132,39.404869"
静海区团泊东富力新城,"117.137353,38.886560"
滨海新区杭州道嘉誉新城,"117.613311,38.988286"
武清区新湾盛世华府鸿园,"117.069666,39.362631"
河西区柳林街金海湾花园,"117.270104,39.076362"
河东区大王庄诚厚里,"117.219344,39.128785"
河西区越秀路珠波里,"117.212961,39.097912"
河西区马场街文静里,"117.200135,39.095453"
蓟州区蓟州城区东风里三段,"117.412106,40.052945"
滨海新区海滨街芳华小区,"117.508660,38.715473"
河西区柳林街景致里,"117.278086,39.066183"
河北区新开河山海花园,"117.186358,39.180427"
津南区海河教育园区融创中央学府西区,"117.384500,39.004869"
北辰区宜兴埠淮兴园,"117.190312,39.217961"
武清区保利金街上河雅苑南里,"117.034665,39.380033"
河西区陈塘庄天房美棠,"117.243454,39.072277"
河北区建昌道宁桥里,"117.238301,39.175151"
河东区春华街月光园,"117.251584,39.128294"
西青区津门湖富力津门湖西子花园,"117.202918,39.045750"
西青区津门湖富力津门湖鸣泉花园,"117.203648,39.057233"
东丽区万新街舒畅欣园,"117.296950,39.108520"
红桥区铃铛阁西关北里,"117.168662,39.142719"
河西区下瓦房福盛花园,"117.227417,39.101471"
和平区新兴街乐昌里,"117.181388,39.106083"
河西区天塔街才俊里,"117.196031,39.078404"
武清区黄庄隽悦府,"117.015967,39.375931"
蓟州区人民公园公乐园,"117.391101,40.047870"
红桥区邵公庄千禧园东区,"117.141608,39.156052"
河西区越秀路恩德西里,"117.208412,39.099765"
和平区体育馆街诚基经贸中心,"117.214713,39.116884"
滨海新区大港街曙光里(大港区),"117.456790,38.848221"
河西区东海街桂江里(河西区),"117.261999,39.053347"
北辰区宜兴埠普东新苑,"117.200182,39.190679"
南开区长虹街水郡花园,"117.144361,39.146977"
滨海新区新村街正义里,"117.653931,39.015133"
南开区万兴街金潭花园,"117.155185,39.124163"
津南区八里台融创星耀五洲,"117.354112,38.900178"
和平区南营门街众诚里,"117.186990,39.118744"
河东区春华街秋实园,"117.208038,39.144024"
滨海新区杭州道碧海长住,"117.643321,39.032526"
东丽区华明镇悦园,"117.373828,39.178938"
河东区唐家口嘉华里,"117.240882,39.129828"
西青区精武镇保利·和光尘樾,"117.093691,39.064380"
东丽区万新街汇海北里,"117.321301,39.103510"
河北区王串场华屏里,"117.225890,39.158571"
北辰区瑞景居住区奥林匹克花园橄榄苑,"117.116638,39.201916"
武清区杨村五一阳光锦园,"117.073764,39.366689"
西青区大寺佳和雅庭,"117.261087,38.996436"
津南区小站镇怡润轩,"117.442619,38.932662"
东丽区新立街小东庄东盛园,"117.405893,39.061659"
河北区铁东路北宁湾宁静家园,"117.209697,39.179037"
武清区保利金街保利海棠湾,"117.033771,39.391101"
武清区体育中心盛世睿园,"117.007356,39.386366"
南开区王顶堤郁园里,"117.136106,39.093399"
蓟州区于桥水库山水颐城北园,"117.447602,40.054505"
滨海新区中新生态城ParkTower景杉,"117.751917,39.107855"
西青区张家窝保利尚林苑,"117.034548,39.050327"
河西区新梅江惠众家园,"117.266947,39.046523"
河西区陈塘庄天房美棠,"117.243454,39.072277"
河西区尖山名都新园,"117.234397,39.062404"
滨海新区中新生态城宜禾红橡公园二期,"117.759655,39.121497"
南开区学府街荣迁西里,"117.154251,39.100394"
河西区马场街绍兴道268号,"117.201985,39.099792"
红桥区三条石北开花园,"117.180489,39.155509"
河西区柳林街天山里,"117.268039,39.067950"
河西区桃园街昆仑中心,"117.203169,39.104087"
南开区水上公园街天房崇德园,"117.154031,39.087382"
北辰区天穆镇天和雅园,"117.149582,39.201619"
蓟州区津围线西同乐园,"117.389467,40.018453"
河西区梅江世纪梧桐公寓,"117.222640,39.061546"
滨海新区杭州道隆盛花园,"117.643876,39.029315"
南开区体育中心街金淼园,"117.175723,39.067013"
蓟州区盘山风景区中昌新村东区,"117.277630,40.095201"
滨海新区北塘街海阔苑,"117.700973,39.104099"
宝坻区潮阳大道旺城温莎郡,"117.291533,39.683145"
滨海新区大港街阳春里,"117.469447,38.846419"
宝坻区北城路宝鑫景苑,"117.323374,39.734767"
河东区大王庄荣兴温泉公寓,"117.237932,39.114677"
河东区唐家口唐口新村六段,"117.243321,39.127251"
西青区李七庄人和院,"117.182215,39.053983"
河东区唐家口卫国道,"117.247125,39.139567"
滨海新区海滨街芳华小区,"117.508660,38.715473"
红桥区邵公庄千禧园东区,"117.141608,39.156052"
河西区挂甲寺新城小区,"117.234346,39.090163"
南开区万兴街长宁里,"117.150638,39.138551"
南开区嘉陵道街乐至里,"117.133363,39.126964"
东丽区华明镇金泰丽湾,"117.374100,39.166006"
南开区广开街格调春天,"117.161170,39.137268"
东丽区金钟街保利玫瑰湾,"117.265550,39.165756"
西青区李七庄松江城武台馨苑,"117.168871,39.055353"
武清区东蒲洼街集美雍阳,"117.016332,39.404800"
河西区梅江欣水园,"117.213653,39.062415"
滨海新区中新生态城贻成锦荟园,"117.662029,39.056630"
东丽区万新街好美嘉园,"117.296599,39.111970"
河西区挂甲寺龙都花园,"117.226715,39.099439"
武清区新湾新湾花园南园,"117.066666,39.357756"
西青区精武镇恒益隆庭,"117.098757,39.030108"
滨海新区塘沽街北仑里,"117.666744,39.020003"
滨海新区开发区万科柏翠园,"117.706219,39.020766"
河西区陈塘庄中交富力天禧,"117.261942,39.072488"
河北区月牙河大江北里,"117.256569,39.164672"
河北区王串场屏花里,"117.225534,39.159279"
武清区黄庄丽德花园,"117.022785,39.364469"
河西区陈塘庄碧海白天鹅,"117.250847,39.083341"
河西区桃园街安德公寓,"117.211651,39.103066"
南开区万兴街平湖西里,"117.160484,39.118409"
南开区向阳路宜君北里,"117.122508,39.146111"
武清区杨村和平里小区南区,"117.049338,39.371795"
红桥区双环邨佳春里,"117.131898,39.195956"
河东区太阳城太阳城金旭园,"117.276589,39.159362"
河北区望海楼昆石里,"117.208777,39.159041"
南开区长虹街水郡花园,"117.144361,39.146977"
河西区桃园街元兴新里,"117.208339,39.101754"
和平区南营门街吉利花园,"117.192403,39.117746"
滨海新区胡家园新塘组团·星河苑,"117.576499,39.034409"
南开区华苑天华里社区,"117.137435,39.078339"
西青区中北镇景园里,"117.111957,39.127387"
武清区下朱庄英伦假日,"117.077413,39.336788"
河东区唐家口华馨公寓,"117.224912,39.136129"
津南区八里台融创星耀五洲,"117.354112,38.900178"
南开区王顶堤晋宁北里,"117.145602,39.102912"
和平区南营门街金德园,"117.190267,39.118302"
河西区马场街森淼公寓,"117.191195,39.099430"
武清区黄庄瞰湖花苑,"117.051324,39.352708"
南开区嘉陵道街泊江东里,"117.146952,39.124156"
滨海新区开发区联发第五街,"117.733329,39.037559"
河西区马场街向荣里,"117.197483,39.096819"
河西区友谊路文玥里,"117.215923,39.082442"
南开区广开街凯立天香家园,"117.157443,39.130845"
滨海新区杭州道唐山里,"117.649140,39.039230"
静海区团泊东鸿坤理想城,"117.179987,39.113469"
河西区挂甲寺美宁公寓,"117.238624,39.095423"
河北区望海楼昆璞里,"117.207414,39.160042"
滨海新区北塘街暖塘·欣康苑,"117.634810,39.131162"
河西区东海街三水南里,"117.263153,39.056982"
红桥区双环邨益春里,"117.135957,39.196310"
武清区杨村栖仙温泉公寓中区,"117.045932,39.386677"
津南区辛庄鑫旺里,"117.347303,39.024842"
南开区向阳路芥园西里,"117.123689,39.143293"
东丽区空港经济区万科新里程家园,"117.407909,39.148163"
东丽区新立街民和巷景苑,"117.326278,39.090885"
滨海新区古林街福津园,"117.492561,38.848229"
津南区八里台融创星耀五洲,"117.354112,38.900178"
蓟州区蓟州城区翠湖新村,"117.441985,40.041330"
东丽区空港经济区远洋新干线,"117.408720,39.144115"
北辰区北仓镇盛锦园,"117.075781,39.209065"
河西区陈塘庄中海寰宇天下,"117.254742,39.077630"
河西区友谊路天成公寓,"117.201971,39.082739"
河东区唐家口红星路178号,"117.238598,39.137977"
河北区建昌道铁工东里,"117.226619,39.176088"
津南区咸水沽星宇花园,"117.398153,38.988323"
河西区柳林街玉峰花园,"117.270306,39.056651"
津南区双港金地格林世界橡树苑A区,"117.309961,39.049452"
河西区津门湖海逸长洲瀚景园,"117.211328,39.057847"
河东区上杭路来安里小区,"117.249782,39.125167"
滨海新区开发区泰达时代,"117.698467,39.021220"
河西区东海街川江里,"117.253504,39.060025"
滨海新区汉沽红霞里(汉沽区),"117.815291,39.247934"
红桥区西营门梦和园,"117.110228,39.161342"
南开区水上公园街复康里,"117.174526,39.098880"
南开区体育中心街彩虹花园,"117.164198,39.074761"
宝坻区海滨天锦园小区,"117.312449,39.726980"
津南区双港中铁十八局集团东区,"117.298998,39.061921"
滨海新区古林街福渔园东区,"117.495640,38.851228"
滨海新区新城镇宝德云湾,"117.613000,38.991215"
河北区月牙河乌江里,"117.249651,39.167977"
河西区柳林街彭山里,"117.268552,39.059074"
宝坻区马家店水岸蓝庭,"117.278666,39.658511"
津南区咸水沽富力又一城合安园,"117.394598,39.002432"
河东区万新村冠云中里,"117.279821,39.137692"
河东区唐家口顺泰公寓,"117.233706,39.133074"
南开区水上公园街居祥里,"117.179170,39.090974"
河西区东海街云江新苑,"117.255222,39.051919"
河东区唐家口嘉华里,"117.240882,39.129828"
津南区辛庄金地艺城悦府,"117.346713,39.037178"
津南区双林宝福家园,"117.278026,39.046819"
红桥区丁字沽街保寿里,"117.164485,39.180749"
滨海新区中新生态城众美青城,"117.763491,39.122028"
红桥区西于庄大同门西里,"117.159855,39.171763"
河西区友谊路光华里,"117.219848,39.085158"
河西区东海街云江新苑,"117.255222,39.051919"
武清区体育中心新科花园,"117.012542,39.386153"
红桥区咸阳北路开源楼,"117.145599,39.187266"
和平区南市新汇华庭,"117.187371,39.134892"
河西区越秀路红波里,"117.213968,39.096899"
南开区王顶堤盈江里,"117.136081,39.102536"
河东区大直沽靓锦名居,"117.250051,39.116722"
北辰区宜兴埠宜兴南里,"117.221849,39.189561"
南开区鼓楼街天越园,"117.173730,39.143273"
南开区学府街照湖里,"117.159694,39.111174"
北辰区北仓镇金凤里(北辰区),"117.125843,39.226188"
武清区东蒲洼街香雍玖和,"117.016332,39.404800"
河北区江都路靖江里,"117.245294,39.151019"
蓟州区于桥水库州河湾西园西区,"117.425626,40.010989"
武清区黄庄新华联悦澜湾,"117.044593,39.354782"
河西区越秀路祥和里,"117.218180,39.092581"
河西区新梅江天津·瑞府,"117.215831,39.056376"
北辰区集贤里拜泉里,"117.127777,39.230255"
津南区咸水沽紫江馨苑A区,"117.396042,38.984873"
津南区双桥河福和园,"117.433798,38.987010"
武清区杨村富民里,"117.054239,39.363100"
南开区长虹街华安北里,"117.150585,39.139612"
武清区保利金街翠景园,"117.029608,39.377946"
河西区友谊路可园里,"117.205328,39.076668"
西青区中北镇清枫园,"117.082572,39.129795"
河东区大王庄平顺里,"117.226950,39.122252"
北辰区双街融创东岸名郡,"117.092776,39.304765"
滨海新区中新生态城世茂玖熙,"117.746971,39.107508"
河西区大营门祺寿里,"117.217519,39.108276"
和平区新兴街气象东里,"117.186476,39.109473"
河西区下瓦房闽侯路,"117.224943,39.105302"
河北区铁东路振宜里,"117.208934,39.189661"
滨海新区塘沽街东海云天,"117.707889,39.013411"
南开区嘉陵道街雅安西里,"117.136025,39.121883"
西青区中北镇大地十二城枫桦园,"117.074342,39.125408"
河北区铁东路慕贤里,"117.211289,39.181094"
河东区中山门街和静家园,"117.261715,39.111900"
河西区马场街先进里,"117.193756,39.099495"
南开区王顶堤凤园南里,"117.146948,39.086938"
河东区太阳城太阳城皓阳园,"117.272741,39.152205"
西青区张家窝融侨方圆,"117.024979,39.059473"
红桥区芥园道先春园泉春里,"117.167873,39.148067"
津南区咸水沽新祥园,"117.393577,38.981629"
河西区越秀路珠海里,"117.211484,39.098804"
河西区新梅江全运村棣棠园,"117.261553,39.043501"
河西区东海街博林园,"117.259092,39.046200"
北辰区瑞景居住区紫瑞园,"117.120057,39.210697"
南开区兴南街悦府家园,"117.179667,39.134997"
津南区海河教育园区中海·锦城,"117.355620,39.006912"
河东区上杭路来安里小区,"117.249782,39.125167"
武清区佛罗伦萨荔城世纪,"117.009405,39.376007"
滨海新区汉沽汉滨城市花园,"117.824124,39.256162"
滨海新区新村街崇安里,"117.648487,39.023870"
河东区常州道丹阳北里,"117.247709,39.148082"
和平区劝业场万全道,"117.186913,39.122554"
滨海新区开发区贝肯山香柏园,"117.714940,39.016549"
河西区陈塘庄中海寰宇天下,"117.254742,39.077630"
