待售房屋,室,厅,卫,面积,面积单位,朝向,楼层,建筑年份,小区名称,区,镇,道路,标签,总价,总价单位,均价,均价单位
富力尚悦居 朝南 楼层好 精装修 刚需小三居 房龄新 有电梯,3室,2厅,1卫,91.21,㎡,南,中层(共32层),2016年建造,富力尚悦居,武清,杨村街,"雍和道,近与翠通路","南,满五年,",128,万,14034,元/㎡
国企开发 厨卫全明 私密性好 大户型 低单价 金融街听湖小镇 欢迎咨询,3室,2厅,3卫,131,㎡,南北,,,金融街听湖小镇(新房),东丽,空港经济区,东丽湖路与智景东道交口西行600米,"南北通透,低容积,",165,万,12596,元/㎡
香雍玖和 次新小区 高绿化 朝南 刚需小三居 满二 超低密度,3室,2厅,1卫,100,㎡,南,高层(共24层),2021年建造,香雍玖和,武清,杨村街,"光明道,近新兴路","南,满二年,绿化率高,多人关注,",125,万,12500,元/㎡
十一中 经纬二期 三居双卫 中高楼层 采光好 满两年,3室,2厅,2卫,120.94,㎡,南,高层(共27层),2023年建造,经纬城市绿洲学知华庭,武清,杨村街,"雍和道,近新开路","南,满二年,车位充足,多人关注,",125,万,10336,元/㎡
正荣新上 通透H户型 明厨明卫 电梯6楼 不临街 随时看房,2室,1厅,1卫,85,㎡,南北,低层(共26层),2015年建造,正荣润璟湾,西青,中北,"御河道,近曦露路","南北,满五年,绿化率高,多人关注,",135,万,15883,元/㎡
国企开发 南北通透 户型方正 大户型 低总价 天地源·熙湖畔 无中介费随时看,3室,2厅,2卫,114,㎡,南,,,天地源·熙湖畔,武清,下朱庄街,郎庄子道与天和路交口,"南北通透,厨卫全明,双卫生间,低容积,",148.2,万,13000,元/㎡
精装未住~中建壹方九里宸澜华庭 高楼层大两居 11中，13小,2室,2厅,1卫,84,㎡,南北,高层(共11层),2020年建造,中建壹方九里宸澜华庭,武清,杨村街,光明道,"南北,满二年,次新房,",125,万,14881,元/㎡
高楼层采光充足 小区新 满五   带电梯 南向采光好,2室,2厅,1卫,81.42,㎡,南,高层(共32层),2016年建造,富力尚悦居,武清,杨村街,"雍和道,近与翠通路","南,满五年,",125,万,15353,元/㎡
商业配套齐全 近地铁 装修好 医疗配套成熟 出行方便,1室,1厅,1卫,38,㎡,北,低层(共7层),1986年建造,天泉西里,河东,东新街,成林道,"北,热门小区,近地铁,新上小区,",55,万,14474,元/㎡
楼层好 有电梯 房龄新 大两居 精装好房 南北通透,2室,2厅,1卫,87.32,㎡,南北,中层(共17层),2016年建造,雍鑫红星华府,武清,杨村街,新安路,"南北,满五年,",135,万,15461,元/㎡
国企开发 南北通透 客餐厅相连 大户型 低单价 建投·棠语海 来电价格可议,3室,2厅,1卫,106,㎡,南北,,,建投·棠语海,滨海新区,中新生态城,黄海北路与泉州道交口,"南北通透,厨卫全明,户型方正,多轨交,",148.4,万,14000,元/㎡
雍鑫红星华府 精装可拎包入住 次新小区 刚需两居,2室,2厅,1卫,86,㎡,南北,中层(共16层),2019年建造,雍鑫红星华府,武清,杨村街,新安路,"南北,满五年,次新房,",140,万,16280,元/㎡
婚房两居 万科装修  户型方正 拎包入住,2室,1厅,1卫,89.26,㎡,南北,中层(共27层),2018年建造,翡翠嘉和,西青,中北,星光路67号,"南北,房东直卖,绿化率高,多人关注,",164,万,18374,元/㎡
雍鑫金科集美雍阳 次新房 满二 密度低 南北通透 电梯房,2室,2厅,1卫,88,㎡,南北,中层(共7层),2021年建造,雍鑫金科集美雍阳,武清,杨村街,新安路,"南北,满二年,车位充足,",136,万,15455,元/㎡
卧室全朝南 玄关入户 大户型 环城四区 复地·林与里 来电咨询,3室,2厅,1卫,100,㎡,南北,,,复地·林与里,东丽,空港经济区,纬二道与经四路交口,"南北通透,厨卫全明,户型方正,轨交房,",148,万,14800,元/㎡
杨村街 板楼 大两居 南北通透 精装修 70年产权,2室,2厅,1卫,81,㎡,南北,低层(共32层),2014年建造,富力尚悦居,武清,杨村街,"雍和道,近与翠通路","南北,满五年,户型方正,",133,万,16420,元/㎡
湾区C位 次新洋房 澜和湾 价可谈 无遮挡 采光好 随时看,3室,2厅,1卫,105,㎡,南北,高层(共7层),2020年建造,中建城澜和湾,滨海新区,滨海城区,"津同道,近金光路","南北通透,房东急售,随时可看,",106,万,10096,元/㎡
雍鑫金科集美雍阳 高楼层视野无遮挡 带电梯 南北通透 满二,2室,2厅,1卫,88,㎡,南北,高层(共7层),2021年建造,雍鑫金科集美雍阳,武清,杨村街,新安路,"南北,满二年,车位充足,",145,万,16478,元/㎡
荔城公馆 满五 房龄新 有电梯 装修好 大两房,2室,2厅,1卫,83.46,㎡,南,低层(共18层),2015年建造,荔城公馆,武清,杨村街,前进道,"南,满五年,",139,万,16655,元/㎡
卧室全朝南 主卧套房 大户型 环城四区 天安·珑园 欢迎联系看房,3室,2厅,2卫,113,㎡,南,,,天安·珑园,西青,张家窝,天安路1号,"大户型,配套纯熟,低容积,",147,万,13009,元/㎡
保利海棠湾 带电梯 满五   大两房 南北通透,2室,2厅,1卫,80,㎡,南北,中层(共24层),2012年建造,保利海棠湾,武清,杨村街,"泉达路,近光明道","南北,满五年,",125,万,15625,元/㎡
杨村街 大两居 楼龄新 南北通透 满五   超低密度,2室,2厅,1卫,86,㎡,南北,低层(共6层),2014年建造,金都花园(武清),武清,杨村街,"光明道,近翠源路","南北,满五年,",125,万,14535,元/㎡
枫丹天城 商圈成熟 带电梯 满五   小区新 朝南,2室,2厅,0卫,81.77,㎡,南,高层(共32层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",120,万,14676,元/㎡
国企开发 轨交房 高绿化率 玄关入户 考虑可私聊,2室,2厅,1卫,82,㎡,南北,,,百郦荣锦苑,东丽,新立镇,龙廷路与先锋路交口向北约200米（东丽万达对面）,"轨交房,高绿化率,",147,万,17927,元/㎡
   远洋香奈全阳精装两居 位置好近城际 随时看房,2室,2厅,1卫,85.22,㎡,南北,低层(共26层),2015年建造,远洋香奈,武清,杨村街,"翠通路,近强国道","南北,满二年,",140,万,16429,元/㎡
房龄新 正南朝向 满五   大两居 商圈成熟 有电梯,2室,2厅,1卫,80.64,㎡,南,低层(共30层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",115,万,14261,元/㎡
满五 南北通透 带电梯 低容积 商业配套齐全 中间楼层,1室,2厅,1卫,87.33,㎡,南北,中层(共23层),2005年建造,翠亨花园北里,武清,杨村街,泉达路,"南北,满五年,",140,万,16032,元/㎡
车位充足 大户型 低单价 欢迎联系看房,3室,2厅,2卫,110,㎡,南北,,,梧桐大道(新房),武清,下朱庄街,天和路东侧150米,"大户型,低容积,",146.3,万,13300,元/㎡
"正荣润璟湾,2室2厅1卫,主卧朝南,两房朝南",2室,2厅,1卫,82.25,㎡,南,低层(共25层),2016年建造,正荣润璟湾,西青,中北,"御河道,近曦露路","南,绿化率高,",123,万,14955,元/㎡
 后一套   枫丹天城中间楼层精装三居室 步行光明中小,3室,2厅,1卫,96,㎡,南,中层(共18层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",155,万,16146,元/㎡
星河苑 有电梯 朝南 小区新 高楼层视野无遮挡 商品房,2室,1厅,1卫,91.32,㎡,南,高层(共15层),2015年建造,星河苑,塘沽,胡家园街,津塘公路,"南,优势户型,价格优惠,房东急售,",65,万,7118,元/㎡
盛世郦园 商圈成熟 精装修 高楼层视野无遮挡 近医院,3室,2厅,1卫,107.97,㎡,南,高层(共22层),2013年建造,盛世郦园,武清,杨村街,"振华西道,近泉达路","南,满五年,",163,万,15097,元/㎡
国企开发 轨交房 大型社区 大户型 高性价比 无中介费随时看,2室,2厅,1卫,92,㎡,南,,,金融街·滨海融御,开发区,第三大街,新金融大道与新港二号路交口（滨海站东100米）,"多轨交,车位充足,",150,万,16305,元/㎡
中建壹方九里锦澜华庭 三居两卫 南北通透  采光充足 带电梯,3室,2厅,2卫,96,㎡,南,低层(共11层),2021年建造,中建壹方九里锦澜华庭,武清,杨村街,新开路,"南,满二年,车位充足,",153,万,15938,元/㎡
精装通透3室 中间楼层 位置安静 价格靠谱 随时看房,3室,2厅,1卫,91.53,㎡,南,中层(共33层),2011年建造,保利上河雅颂(南区),武清,杨村街,"泉发路,近振华西道","南,满二年,车位充足,",148,万,16170,元/㎡
保利 河雅颂(北区)|振华西道2室2厅1卫95.81平方米,2室,2厅,1卫,95.81,㎡,南,高层(共32层),2013年建造,保利上河雅颂(北区),武清,杨村街,"振华西道,近泉保路","南,房东直卖,满五年,",145,万,15135,元/㎡
国企开发 厨卫全明 客餐厅相连 小户型 低总价 中建·玖樾府 欢迎联系看房,3室,2厅,1卫,85,㎡,南北,,,中建·玖樾府,东丽,新立镇,先锋路与丰安路交汇的东北角,"南北通透,厨卫全明,玄关入户,多轨交,",150,万,17648,元/㎡
中建壹方九里锦澜华庭 带电梯 南北通透 双卫格局 小三房,3室,2厅,2卫,93.36,㎡,南北,低层(共11层),2021年建造,中建壹方九里锦澜华庭,武清,杨村街,新开路,"南北,满二年,车位充足,户型方正,",140,万,14996,元/㎡
万科新城 一楼三室 带小院 位置好 采光好 临近地铁站,3室,2厅,2卫,129.27,㎡,南,共4层,2000年建造,万科新城蝶兰苑,北辰,宜兴埠,万科花园路,"南,南北通透,配套成熟,价格优惠,",225,万,17406,元/㎡
新城玺樾熙棠|光明道3室2厅1卫91.38平方米,3室,2厅,1卫,91.38,㎡,南,低层(共9层),2020年建造,新城玺樾熙棠,武清,杨村街,"光明道,近庆龄大路","南,房东直卖,有电梯,车位充足,",166,万,18166,元/㎡
雍馨花园 精装修 中间楼层采光好 商业配套齐全 近医院 朝南,3室,2厅,1卫,128,㎡,南,共5层,2007年建造,雍馨花园,武清,杨村街,振华路,"南,满五年,",158,万,12344,元/㎡
轨交房 高绿化率 客餐厅相连 随时约看,2室,2厅,1卫,79,㎡,南北,,,龙湖天璞•樘樾,津南,海河教育园区,雅馨路与吉明路交汇处,"轨交房,低容积,",150,万,18988,元/㎡
华亭国际洋房 低楼层 公摊少 南北通透全明装修好,2室,2厅,1卫,87.27,㎡,南北,低层(共6层),2007年建造,华亭国际,西青,中北,"中北大道,近星光路","南北,",140,万,16043,元/㎡
保利海棠湾 近医院 南向采光好 精装修 大两房 满五,2室,2厅,1卫,95,㎡,南,低层(共24层),2012年建造,保利海棠湾,武清,杨村街,"泉达路,近光明道","南,满五年,",145,万,15264,元/㎡
通透大两居，业主诚心出售，高铁旁，看房随时拎包入住房,2室,2厅,1卫,98,㎡,南,低层(共17层),2015年建造,盛世馨园,武清,杨村街,雍阳西道,"南,满五年,",119,万,12143,元/㎡
卧室全朝南 私密性好 大户型 装修交付 远洋寛阅时光 欢迎联系看房,2室,2厅,1卫,79,㎡,南,,,远洋寛阅时光,东丽,万新街,国山路地铁站西北侧远洋寛阅时光营销中心,"南北通透,厨卫全明,双阳台,低容积,",150,万,18988,元/㎡
保利 河雅颂(北区) 带电梯 满五 中间楼层 大两房,2室,2厅,1卫,95,㎡,南,中层(共32层),2012年建造,保利上河雅颂(北区),武清,杨村街,"振华西道,近泉保路","南,满五年,",140,万,14737,元/㎡
新城玺樾熙棠 停车方便 高楼层视野无遮挡 南北通透 精装修,3室,2厅,1卫,93.22,㎡,南北,高层(共9层),2020年建造,新城玺樾熙棠,武清,杨村街,"光明道,近庆龄大路","南北,车位充足,",151,万,16199,元/㎡
香雍玖和 高楼层视野好 有电梯 低密宜居 南北通透 小三居,3室,2厅,2卫,107,㎡,南北,高层(共7层),2019年建造,香雍玖和,武清,杨村街,"光明道,近新兴路","南北,满二年,绿化率高,户型方正,",165,万,15421,元/㎡
厨卫全明 客餐厅相连 大户型 环城四区 天安象屿智慧城 无中介费随时看,4室,2厅,2卫,120,㎡,南北,,,天安象屿智慧城,东丽,东丽湖,津汉公路二号桥与三号桥之间北侧(津汉公路与宁静高速交口处）,"大户型,高绿化率,",150,万,12500,元/㎡
福汇园92.34平 中间楼层89万两室明厅明厕,2室,1厅,1卫,92.34,㎡,南北,中层(共17层),2008年建造,福汇园,大港,世纪大道,东环路479号,"南北,满五年,",89,万,9639,元/㎡
海川园 带电梯。刚需两居 中间楼层 价格可议,2室,2厅,0卫,92,㎡,南,中层(共16层),2013年建造,海川园,大港,古林街,海景一路,"南,满五年,",87,万,9457,元/㎡
新上房源，汇海北里，阳面两室，随时看房,2室,1厅,1卫,95.13,㎡,南,低层(共13层),2016年建造,汇海北里,东丽,张贵庄街,跃进路,"南,满五年,近地铁,多人关注,",95,万,9987,元/㎡
意境兰庭 刚需小三居 楼层好 临地铁 交通便捷 电梯房,3室,2厅,1卫,93.2,㎡,南北,中层(共15层),2015年建造,意境兰庭,东丽,空港经济区,"东六道,近兴宇路","南北,满二年,",207,万,22211,元/㎡
带电梯 出行方便 商圈成熟 中间好楼层 满二 装修好,2室,2厅,1卫,91.49,㎡,南北,中层(共10层),2012年建造,融科瀚棠泰怡园(滨海),开发区,第三大街,泰祥路,"南北,房东直卖,满二年,",216,万,23610,元/㎡
急售河怡一期 一梯两户 H1户型 精装修 拎包入住 急售,2室,1厅,1卫,110,㎡,南,高层(共12层),2007年建造,河怡花园,红桥,咸阳北路街,团结路9号,"南,",223,万,20273,元/㎡
半岛豪庭 装修好 南北通透 高楼层视野无遮挡 带电梯,3室,2厅,2卫,156.69,㎡,南北,高层(共9层),2005年建造,半岛豪庭,河西,梅江南,"潭江道,近江水道","南北,满二年,近地铁,户型方正,",522,万,33315,元/㎡
泰和新都二期 H户型 南北通透 中间楼层 视野好 房主诚心出,2室,1厅,1卫,97,㎡,南北,高层(共33层),2023年建造,贻成泰和新都,塘沽,西大沽街,天津大道,"南北,满五年,次新房,",83,万,8557,元/㎡
中楼层     好房 业主出国急售 配套成熟    格有车位,3室,2厅,1卫,89,㎡,南北,中层(共28层),2022年建造,中海左岸澜庭,河西,小海地,"洞庭路,近浯水道","南北,近地铁,次新房,",320,万,35956,元/㎡
南口龙腾花园 中户 精装 电梯两室107平米 中间楼层,2室,1厅,1卫,107,㎡,南北,高层(共18层),2019年建造,龙腾花园,西青,大寺,津港公路,"南北,满五年,次新房,",55,万,5141,元/㎡
北辛庄大楼 南北通透 近医院 板楼 商品住宅 购物方便,1室,1厅,1卫,20,㎡,南北,高层(共6层),1990年建造,北辛庄大楼,红桥,卲公庄街,咸阳路28号,"南北,近地铁,",29,万,14500,元/㎡
再降10万多！颐欣园小区次顶层 商品房 南北通透 有电梯,3室,2厅,2卫,138.39,㎡,南北,高层(共11层),2002年建造,颐欣园小区,武清,河西务镇,535县道,"南北,满五年,",65,万,4697,元/㎡
梅江 满五 精装修 楼龄新 高楼层视野无遮挡 近医院 近地铁,1室,1厅,1卫,88.35,㎡,南,高层(共28层),2015年建造,雅境新枫尚,河西,梅江,沂山路,"南,满五年,近地铁,",235.1,万,26611,元/㎡
五方里，精装修，两室急卖，紧邻步行街，好出租,2室,1厅,1卫,42.86,㎡,南,共4层,1995年建造,五方里,大港,迎新街,胜利街738号,"南,房东直卖,满二年,多人关注,",24.5,万,5717,元/㎡
大寺 南北通透 电梯房 购物方便 商品住宅 集中供暖,2室,1厅,1卫,62.18,㎡,南北,低层(共15层),2012年建造,龙顺园,西青,大寺,泽润路,"南北,满五年,",71,万,11419,元/㎡
美丽心殿 近医院 购物方便 刚需两居 临地铁 满五 交通便捷,2室,2厅,1卫,92.63,㎡,南北,低层(共6层),2000年建造,美丽心殿,南开,王顶堤,龙川路2号,"南北,满五年,近地铁,采光较好,",299,万,32279,元/㎡
南开区 弘祥家园 商品房 电梯洋房 2室 南北向 采光充足价,2室,1厅,1卫,100,㎡,南北,中层(共6层),2012年建造,弘祥家园,南开,向阳路,芥园西道,"南北,满五年,近地铁,车位充足,",328,万,32800,元/㎡
融景华庭 正南朝向 大两居 交通便捷 满五   商圈成熟,2室,1厅,1卫,111.32,㎡,南,高层(共48层),2015年建造,融景华庭,和平,劝业场,滨江道51号,"南,热门小区,配套成熟,优势户型,",582,万,52282,元/㎡
木秀园|廊良公路3室2厅1卫122.38平方米,3室,2厅,1卫,122.38,㎡,南北,中层(共6层),2013年建造,木秀园,武清,大良镇,廊良公路,"南北,房东直卖,满二年,",58,万,4740,元/㎡
春和仁居 一梯2户 小高层 中层 楼间距大 宽厅好用 带装修,2室,2厅,1卫,97.56,㎡,南,中层(共11层),2008年建造,春和仁居,河北,建昌道街,"建昌道,近群芳路","南,满五年,近地铁,",205,万,21013,元/㎡
直降20万，地铁二号线卞兴站旁，两室毛坯，婚房，刚需，  ,2室,1厅,1卫,77,㎡,南北,高层(共24层),2011年建造,运通花园,西青,中北,外环西路,"南北,满五年,近地铁,多人关注,",68,万,8832,元/㎡
常州道 满五   交通便利 医疗配套成熟 临地铁 装修好,2室,1厅,1卫,71.92,㎡,西南,中层(共32层),2010年建造,东康家园,河东,常州道,真理道,"西南,满五年,近地铁,",112,万,15573,元/㎡
宾水东里 LUO沪可转 海河英才 平迁   随时看 七天下本,2室,1厅,1卫,38.93,㎡,西南,高层(共8层),1990年建造,宾水东里,河西,天塔,"宾水道,近沿河路","西南,满五年,近地铁,多人关注,",72,万,18495,元/㎡
急！蓝湖郡72万可议！一楼带小院老证  ,3室,2厅,2卫,132,㎡,南北,低层(共6层),2014年建造,蓝湖郡,武清,梅厂镇,武宁路,"南北,满五年,",72,万,5455,元/㎡
保      小三室 户型格局 采光好无遮挡,3室,2厅,1卫,99.17,㎡,南北,高层(共24层),2018年建造,融科瀚棠(河东),河东,一号桥,"昆仑路,近兰峰道","南北,满五年,近地铁,",233,万,23496,元/㎡
交通便捷 近地铁 大两居 近医院 满五   中间楼层,2室,2厅,1卫,98.56,㎡,南北,共5层,2003年建造,翰林园,河东,唐口,卫国道95号,"南北,满五年,近地铁,",244,万,24757,元/㎡
金地悦城大境 近地铁 交通便捷 满二 刚需小三居 精装好房,3室,2厅,1卫,102.56,㎡,北,高层(共11层),2021年建造,金地悦城大境,东丽,空港经济区,"航海道,近东七道","北,满二年,车位充足,",215,万,20964,元/㎡
28W房主急售  70年大产权  楼层好 前排无遮挡   ,1室,1厅,1卫,57.84,㎡,南,中层(共24层),2018年建造,金色家园(武清),武清,王庆坨镇,津同公路,"南,满五年,",32,万,5533,元/㎡
南市 交通便捷 满二 有电梯 近医院 精装修 南向采光好,2室,1厅,1卫,90.31,㎡,南,低层(共33层),2015年建造,新汇华庭,和平,南市,荣业大街55号,"南,满二年,近地铁,",579,万,64113,元/㎡
意境精装三居 楼层中 ，金角全明户型 价格可议,3室,2厅,1卫,93.2,㎡,南北,高层(共15层),2017年建造,意境兰庭,东丽,空港经济区,"东六道,近兴宇路","南北,满五年,户型方正,",200,万,21460,元/㎡
融创御园 产权清晰 南北通透 刚需小三居 电梯房 房龄新,3室,2厅,1卫,97.24,㎡,南北,低层(共6层),2017年建造,融创御园,北辰,北仓,北辰道,"南北,满二年,车位充足,",233,万,23962,元/㎡
金辉优步湖畔 高楼层采光充足 满二   南北通透 房龄新,3室,2厅,2卫,111.58,㎡,南北,高层(共25层),2018年建造,金辉优步湖畔,塘沽,滨海高新区,高新五路33号,"南北,满二年,",75,万,6722,元/㎡
淮祥园 临地铁 朝南 楼层好 满二 交通便利,2室,1厅,1卫,73,㎡,南,高层(共11层),2013年建造,淮祥园,北辰,普东街,"姚江东路,近汾河道","南,满二年,近地铁,",92,万,12603,元/㎡
天津站后广场 秋实园 三楼H户型 南北通透 诚意出售,2室,2厅,1卫,99.77,㎡,南北,中层(共6层),2000年建造,秋实园,河东,春华街,"华龙道,近新广路","南北,满二年,近地铁,",230,万,23054,元/㎡
 杭路 交通便利 电梯房 近医院 商业配套齐全 近地铁 朝南,2室,2厅,1卫,93.84,㎡,南,中层(共32层),2011年建造,尚东雅园,河东,上杭路,津滨大道57号,"南,房东直卖,满五年,近地铁,",235,万,25043,元/㎡
前光里 两室偏单 业主着急出售 有钥匙 随时看 业主用 急售,2室,1厅,1卫,53.41,㎡,南,共4层,1993年建造,前光里,大港,迎新街,"迎新街,近育才路","南,满五年,多人关注,",26.5,万,4962,元/㎡
燕云别墅，南北通透，位置好，带小院，停车方便,4室,2厅,4卫,200.71,㎡,南北,共3层,2016年建造,燕云小镇,武清,泗村店镇,高王路,"南北,满五年,车位充足,",200,万,9965,元/㎡
洋房现房 绅湖公馆 中间楼层 南北通透 随时看房,3室,2厅,1卫,90,㎡,南北,低层(共8层),2020年建造,绅湖公馆,塘沽,滨海高新区,滨海湖路,"南北,次新房,",44.5,万,4945,元/㎡
星宇花园 大两居 中间楼层 正南朝向 购物方便 带电梯,2室,1厅,1卫,95.67,㎡,南,中层(共34层),2010年建造,星宇花园,津南,咸水沽,津沽路42号,"南,满二年,",79,万,8258,元/㎡
建安里 小二楼 房主急售 价 可议 看房方便,2室,1厅,1卫,45.05,㎡,南北,共1层,1997年建造,建安里(滨海),大港,迎宾街,胜利街240号,"南北,满五年,",29,万,6438,元/㎡
河东区大王庄街长城公寓2室1厅,2室,1厅,1卫,107.41,㎡,南北,低层(共6层),2003年建造,长城公寓,河东,大王庄,八纬路125号,"南北,满五年,近地铁,",309,万,28769,元/㎡
草场街小区 临地铁 商圈成熟 低容积 交通便利,2室,1厅,1卫,71.02,㎡,南北,低层(共7层),1995年建造,草场街小区,塘沽,解放路街,草场街204号,"南北,满五年,近地铁,",110,万,15489,元/㎡
武清区 和泰园 通透三室 一楼带小院 顶楼带阁楼 首付低,3室,2厅,1卫,126.71,㎡,南北,低层(共8层),2021年建造,和泰园,武清,陈咀镇,梅石路,"南北,有电梯,次新房,",78,万,6156,元/㎡
东园 小高 南北向3居室 单价低 性价比合适 价位可议,3室,2厅,2卫,139.84,㎡,南北,中层(共9层),2007年建造,阳光100国际新城东园,南开,体育中心,秀川路,"南北,满五年,",270,万,19308,元/㎡
医疗配套成熟 南向采光好 交通便捷 高楼层采光充足 满五,2室,1厅,1卫,65.93,㎡,南,高层(共6层),2002年建造,怡林园,河西,陈塘庄,浯水道,"南,房东直卖,满五年,近地铁,",188,万,28516,元/㎡
融创东岸名郡 交通便利 近地铁 满五 大两居 产权清晰,2室,2厅,1卫,80.06,㎡,南,低层(共31层),2017年建造,融创东岸名郡,北辰,双街镇,小街新苑路,"南,热门小区,价格优惠,房东急售,",75,万,9368,元/㎡
百壹   啦 天房天拖 次新房 商品房城市界面新 近地铁,2室,2厅,1卫,92.47,㎡,南,高层(共22层),2016年建造,天房天拖秋泽园,南开,天拖南,保泽道152号,"南,满五年,近地铁,绿化率高,",339,万,36661,元/㎡
雅云里 医疗配套成熟 装修好 南北通透 满二 商业配套成熟,2室,1厅,1卫,70,㎡,南北,低层(共7层),1995年建造,雅云里,南开,长虹街,旧津保路,"南北,满二年,近地铁,",205,万,29286,元/㎡
天成华境 豪华设计 双卫生间 南北通透 车位充足 商圈成熟,3室,2厅,2卫,143.71,㎡,南北,高层(共7层),2021年建造,天成华境,开发区,第二大街,"第二大街,近顺达路","南北,满二年,近地铁,车位充足,",429,万,29852,元/㎡
悦湖苑前排 好楼层 楼下就是体育公园,3室,1厅,1卫,89,㎡,南北,高层(共30层),2020年建造,中海公园城悦湖苑,津南,津南八里台,天嘉湖大道,"南北,次新房,",61,万,6854,元/㎡
阳光100洋房 一楼赠送前后小院 满五 产权清晰 交通便捷,3室,2厅,2卫,121.17,㎡,南北,低层(共9层),2004年建造,阳光100国际新城西园,南开,体育中心,"外环西路,近红旗南路","热门小区,近地铁,南北通透,",350,万,28886,元/㎡
集中供暖 低密宜居 高楼层视野无遮挡 产权清晰 车位充足,3室,1厅,1卫,89,㎡,南北,高层(共8层),2018年建造,宝能南泊ONE,静海,大邱庄镇,团泊大道,"南北,满五年,绿化率高,",65,万,7304,元/㎡
中建煦和湾 商品房 南北通透 刚需小三居 有电梯,3室,1厅,1卫,88.58,㎡,南北,低层(共6层),2010年建造,中建煦和湾,滨海新区,滨海城区,海波路,"南北,有电梯,",70,万,7903,元/㎡
交通便利 高楼层视野好 临地铁 满五 高绿化 精装可拎包入住,2室,2厅,1卫,97.56,㎡,南北,高层(共18层),2010年建造,格调竹境,河东,中山门,虎丘路,"南北,VIP房东直卖,满五年,近地铁,",247,万,25318,元/㎡
融科瀚棠泰怡园(滨海) 精装修 商业配套成熟 中间好楼层,2室,2厅,1卫,91.49,㎡,南北,中层(共10层),2012年建造,融科瀚棠泰怡园(滨海),开发区,第三大街,泰祥路,"南北,满五年,采光较好,",216,万,23610,元/㎡
万科水晶城依云园 满二   居住密度低 交通便捷 双卫格局,4室,2厅,2卫,163.95,㎡,西南,共4层,2005年建造,万科水晶城依云园,河西,梅江,解放南路,"西南,满二年,近地铁,采光较好,",560,万,34157,元/㎡
生态城力高三室精装修南北通透三室中间层总价合适首付低,3室,2厅,1卫,116.81,㎡,南北,中层(共26层),2015年建造,力高阳光海岸逸海苑,滨海新区,滨海城区,航海道,"南北,唯一住房,多人关注,",77,万,6592,元/㎡
     万科东第 翡翠系列 视野好精装修三室,3室,2厅,1卫,101.6,㎡,南北,高层(共33层),2018年建造,万科东第,西青,李七庄,"昌凌路,近淄环路","南北,近地铁,车位充足,户型方正,",285,万,28052,元/㎡
米兰弘丽园 中楼层 南北向 私产 97.47平米,3室,1厅,1卫,97.47,㎡,南北,中层(共7层),1990年建造,米兰弘丽园,红桥,芥园街,"日月路,近南运河南路","南北,近地铁,",255,万,26162,元/㎡
万源星城BC区 交通便利 满五 小区绿化高 朝南 大两居,2室,2厅,1卫,92.08,㎡,南,高层(共6层),2005年建造,万源星城BC区,北辰,双街镇,顺风路39号,"南,满五年,绿化率高,",78,万,8471,元/㎡
富强新家园 南北通透 楼层好 刚需两居 房龄新 满五,2室,2厅,1卫,96,㎡,南北,中层(共6层),2014年建造,富强新家园,武清,汊沽港镇,高王路,"南北,满五年,绿化率高,",37.5,万,3907,元/㎡
港韵新苑 大两房 南北通透 小区新 有电梯 满五汊沽港镇,2室,2厅,1卫,91.85,㎡,南北,低层(共11层),2015年建造,港韵新苑,武清,汊沽港镇,富国路,"南北,满五年,",68,万,7404,元/㎡
地铁旁 龙湖物业 清水毛坯  全天采光无遮挡 业主诚心出售！,3室,2厅,1卫,98.05,㎡,南北,高层(共23层),2020年建造,龙湖首创禧瑞郦城,西青,中北,"阜锦道,近金霞路","南北,满二年,近地铁,绿化率高,",190,万,19378,元/㎡
津南新城合茂园 带电梯 次新房 车位充足 大两房 满二,2室,1厅,1卫,90,㎡,南,低层(共34层),2019年建造,津南新城合茂园,津南,咸水沽,尚德路,"南,满二年,车位充足,",98,万,10889,元/㎡
出售雍盛两室毛坯带阁楼52万可议随时看房有钥匙,2室,1厅,1卫,96.82,㎡,南北,高层(共6层),2012年建造,雍盛花苑,武清,汊沽港镇,南环路,"南北,满二年,",52,万,5371,元/㎡
生态城南开对门 学府世家精装现房没有住过 随时能看 高端物业,3室,2厅,2卫,130.98,㎡,南北,高层(共15层),2020年建造,贻成学府世家,滨海新区,中新生态城,华三路,"南北,满二年,次新房,",247,万,18858,元/㎡
二十五.万可议，武清70年产权！紧邻北京96平通透两居配套齐,2室,2厅,1卫,96,㎡,南北,中层(共6层),2016年建造,蓉锦花园,武清,下伍旗镇,旗良公路,"南北,满五年,",33,万,3438,元/㎡
好房急售万科新城三居室双卫一楼带小院随时看房采光无遮挡,3室,2厅,2卫,129.27,㎡,南北,共4层,2012年建造,万科新城蝶兰苑,北辰,宜兴埠,万科花园路,"南北,近地铁,",225,万,17406,元/㎡
普东街 正南朝向 中间楼层 精装可拎包入住 近地铁 大两房,2室,1厅,1卫,86,㎡,南,中层(共26层),2013年建造,淮祥园,北辰,普东街,"姚江东路,近汾河道","南,满五年,近地铁,",97,万,11280,元/㎡
